token_type,address,Years since foundation,Simple agreement for future tokens (SAFT),portfolio_converted_into_fiat,Crowdsale max. discount (%),US_qualified_only,token_standard,issued_on_other_platf,Use of proceeds mentioned,Investors from other (non-US) jurisdictions excluded,Is a security,Smart contract code available,ico_end_date_actual,price_crowdsale,Decentralised platform,Total amount raised (USDm),Issuer has customers for product,Experienced team,Team tokens locked up,"Length of crowdsale (calendar days, actual)",hard_cap_unit,Fundraiser has maximum ('hard cap'),ico_start_date,vc_support_blockchain_specialist,Legal advisor disclosed,Registered in offshore financial center,Funding milestones,Celebrity endorsement,Investors have governance rights,Qualified investors only,additional_token_emissions,Legal entity is foundation,"Length of crowdsale (calendar days, planned)",soft_cap_unit,switzerland,Unsold tokens kept by issuer,Is currency or general purpose blockchain,name_other,industry.1,Is a utility token,Has a presale,Crowdsale is auction,Financial advisor disclosed,Has VC backing,Postal address known,advisor_quality,registration_country,BTC_ret_ico_period,US retail investors excluded,legal_structure,Business model available,High quality advisory team,is_ethereum,air_drop_after_ICO ,Product can be tried out,Whitepaper page count,Independent custodian for ICO funds,ethereum_contract_address,cap_unit,token_is_cryptocurrency,Legal entity is corporation,Development road map available,vc_support_general,Team member with business background,has_generalist_vc,cap_includes_presale,token_is_new_blockchain,Legal entity is LLC,presale_transparent,total_number_of_tokens,Team business background missing,Product or prototype developed,Token share team (ex ante),ico_end_date_planned,soft_cap,Is cryptographic token,ico_successful,has_specialist_vc,Token share producers/miners (ex ante),Use of proceeds disclosed in detail,Legal form and jurisdiction known,Team experience missing,Project code available,industry,KYC/AML procedure,Fundraiser has minimum ('soft cap'),Unsold tokens 'burnt' or proportional allocation,Token supply is fixed,Unknown or low quality advisors
Utility-token,unknown,0,0,0,40.0,0,Waves,1,1,0,0,0.0,2017-07-26,7863.89453125,0,7.863894462585449,1,0,0,31,tokens,1,2017-06-26,No,0,0,0,0,1,0,0,0,3.0,tokens,0,1,0,Primalbase Token,Real Estate,1,0,0,0,0,0,unknown,unknown,0.02036852389574051,0,unknown,1,0,0,0,1,10.0,0,not applicable,tokens,0,0,1,No,1,0,1,0,0,1,1250.0,0,1,0.2,2017-06-28,7588349.999999999,1,1.0,0,0.0,0,0,0,0,Real Estate,0,1,0,1,1
Utility-token,unknown,2,0,0,25.0,0,ERC-20,1,1,1,0,1.0,2017-11-16,3.1332898139953613,1,2.9091174602508545,0,1,1,30,ETH,1,2017-10-18,No,0,1,0,0,0,0,0,0,30.0,ETH,0,0,0,Privatix,Communications,1,1,0,0,0,0,neutral,Gibraltar,0.3421700596809387,1,joint-stock corporation,1,0,1,0,0,75.0,0,0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a,ETH,0,1,1,No,1,0,0,0,0,1,1275455.0,0,0,0.17,2017-11-16,1640701.375,1,1.0,0,0.0,0,1,0,0,Communications,1,1,1,1,0
Security," Roosikrantsi 2, 10119 Tallinn, Estonia",0,0,0,0.0,0,ERC-20,1,1,0,1,1.0,2017-12-01,41.055519104003906,0,3.0999999046325684,0,0,0,31,ETH,1,2017-11-01,No,0,0,0,0,0,0,0,0,31.0,ETH,0,1,0,Proof Suite,Finance,0,1,0,0,0,1,neutral,Estonia,0.48357096314430237,0,unknown,1,0,1,0,0,19.0,0,unknown,ETH,0,0,0,No,0,0,1,0,0,0,2362062.0,0,0,0.5,2017-12-01,0.0,1,1.0,0,0.0,0,0,0,0,Finance,0,0,0,1,0
Utility-token,"644 Emerson St, Suite 100. Palo Alto, CA 94301",2,0,0,13.043478012084961,0,ERC-20,1,0,0,0,1.0,2017-09-15,0.7531779408454895,1,12.078022003173828,0,1,1,55,USD,1,2017-07-23,No,0,0,0,0,0,0,0,0,55.0,USD,0,1,0,Propy,Real Estate,1,1,0,0,0,1,high,United States,0.28685399889945984,0,joint-stock corporation,1,1,1,0,1,31.0,0,0x226bb599a12c826476e3a771454697ea52e9e220,USD,0,1,1,No,0,0,0,0,0,0,100000000.0,0,1,0.65,2017-09-15,0.0,1,1.0,0,0.0,0,1,0,0,Real Estate,0,0,0,1,0
Utility-token,unknown,0,0,0,28.571428298950195,0,ERC-20,1,0,0,0,1.0,2017-12-01,0.08571428805589676,1,1.4612466096878052,0,1,1,31,USD,1,2017-11-01,No,0,0,0,0,0,0,0,0,14.0,USD,0,0,0,Publica,Content Management,1,1,0,0,0,0,neutral,unknown,0.48357096314430237,1,unknown,1,0,1,0,0,20.0,0,0x55648de19836338549130b1af587f16bea46f66b,USD,0,0,0,No,1,0,0,0,0,0,33787150.0,0,0,0.49,2017-11-14,500000.0,1,1.0,0,0.0,0,0,0,0,Content Management,0,1,1,1,0
Utility-token,"Quoine PTE. LTD., 8 Orange Grove Road #06-02, Singapore 258342",3,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2017-11-08,0.24725599586963654,0,86.53959655761719,1,1,0,3,tokens,1,2017-11-06,No,0,0,0,0,0,0,0,0,3.0,tokens,0,1,0,QASH,Finance,1,1,0,0,1,1,high,Singapore,0.060357555747032166,0,joint-stock corporation,1,1,1,0,1,73.0,0,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,tokens,0,1,1,Jafco; B Dash Ventures; SBI Investment; Mistletoe; Digital Garage,1,1,0,0,0,0,1000000000.0,0,1,0.5,2017-11-08,12362800.0,1,1.0,0,0.0,0,1,0,0,Finance,1,1,0,1,0
Utility-token,"QBAO Foundation Ltd., 9 TEMASEK BOULEVARD #04-02 SUNTEC TOWER TWO SINGAPORE 038989",0,0,0,9.090909004211426,0,QTUM,1,1,0,0,0.0,2017-11-20,0.29838383197784424,0,12.3530912399292,1,1,1,2,tokens,1,2017-11-19,No,0,0,0,0,0,0,0,1,31.0,tokens,0,1,0,Qbao,Social Networks,1,1,0,0,0,1,unknown,Singapore,0.020219778642058372,0,foundation,1,0,0,0,1,40.0,0,not applicable,tokens,0,0,1,No,0,0,0,0,0,1,100000000.0,1,1,0.5770000000000001,2017-12-19,2954000.0,1,1.0,0,0.0,0,1,0,0,Social Networks,1,0,0,1,1
Utility-token,unknown,3,0,0,0.0,1,NEO,1,1,1,0,0.0,2018-01-19,0.2682499885559082,1,20.56089973449707,0,1,1,32,NEO,1,2017-12-19,District 13,0,0,0,0,0,0,0,0,32.0,NEO,0,0,0,QLINK,Communications,1,1,0,1,1,0,neutral,Hong Kong,-0.426245778799057,1,joint-stock corporation,1,0,0,1,0,34.0,0,not applicable,NEO,0,1,1,No,1,0,0,0,0,1,600000000.0,0,0,0.6266666666666667,2018-01-19,20005200.0,1,1.0,1,0.0,0,1,0,0,Communications,1,0,1,1,0
Cryptocurrency,Brainbot Labs Establishment Lettstrasse 12 ,3,0,0,0.0,0,ERC-20,1,0,0,0,1.0,2017-11-01,0.6389760971069336,1,31.949390411376953,0,1,0,15,tokens,1,2017-10-18,Nirvana Capital,0,1,0,0,0,0,0,0,15.0,tokens,0,1,1,Raiden Network Token,Payments,0,0,1,0,1,1,unknown,Liechtenstein,0.19100095331668854,0,other,0,0,1,0,0,0.0,0,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,tokens,1,0,0,No,0,0,1,0,0,1,100000000.0,0,0,0.5,2017-11-01,0.0,1,1.0,1,0.0,0,1,0,1,Payments,1,0,0,1,1
Security,"Real Estate Asset Ledger Pte. Ltd. , 22 North Canal Road #02-00, Singapore 048834.",0,0,0,16.66666603088379,0,ERC-20,1,1,0,1,1.0,2017-09-30,1.141893982887268,0,11.168791770935059,0,1,1,31,ETH,1,2017-08-31,No,0,0,0,0,0,0,0,0,31.0,ETH,0,0,0,REAL,Real Estate,0,1,0,0,0,1,high,Singapore,-0.08070645481348038,0,joint-stock corporation,1,1,1,0,0,38.0,0,0x9214ec02cb71cba0ada6896b8da260736a67ab10,ETH,0,1,0,No,1,0,1,0,0,1,19717288.0,0,0,0.49,2017-09-30,0.0,1,1.0,0,0.0,1,1,0,0,Real Estate,0,0,1,1,0
Utility-token,"97 Friars Mead, London, England, E14 3JY",4,0,0,0.0,0,ERC-20,1,1,0,0,0.0,2017-10-31,0.5882307887077332,1,0.0,0,1,0,55,ETH,1,2017-09-07,No,0,0,0,0,0,0,0,0,55.0,ETH,0,1,0,REALT,Commerce & Advertising,1,0,0,0,0,1,unknown,United Kingdom,0.3408985733985901,0,limited liability partnership,0,0,1,0,0,11.0,0,unknown,ETH,0,0,1,No,1,0,1,0,1,1,100000000.0,0,0,0.935,2017-10-31,1223520.0,1,1.0,0,0.0,0,1,0,0,Commerce & Advertising,0,1,0,1,1
Cryptocurrency,"Baarerstrasse 82, 6302 Zug",0,0,0,0.0,0,ERC-20,1,1,0,0,1.0,2017-10-15,0.06731999665498734,1,33.65999984741211,0,0,1,3,ETH,1,2017-10-13,No,0,0,0,0,1,0,0,1,5.0,ETH,1,1,1,Request Network,Payments,0,1,0,0,1,1,high,Switzerland,0.005470902193337679,1,foundation,0,1,1,0,0,23.0,0,0x8f8221afbb33998d8584a2b05749ba73c37a938a,ETH,1,0,1,YCombinator,0,1,0,0,0,0,1000000000.0,0,0,0.3,2017-10-17,0.0,1,1.0,0,0.0,0,1,0,0,Payments,1,0,0,1,0
Utility-token,"Doja Business Center, Timisoara, Gheorghe Doja Street, Nr.11",7,0,0,13.0,0,ERC-20,1,1,1,0,0.0,2018-03-14,0.08699999749660492,1,30.0,1,1,1,29,USD,1,2018-02-14,No,1,0,0,0,0,0,0,0,29.0,USD,0,0,0,Restart Energy,Energy & Utilities,1,1,0,1,0,1,high,Romania,-0.1381148397922516,1,joint-stock corporation,1,1,1,0,0,89.0,0,0x6425c6be902d692ae2db752b3c268afadb099d3b,USD,0,1,1,No,1,0,1,0,0,1,500000000.0,0,1,0.2,2018-03-14,0.0,1,1.0,0,0.0,0,1,0,0,Energy & Utilities,1,0,1,1,0
Security,"184 Saint Lucy Street,Valletta, VLT 1189",0,0,0,9.090909004211426,0,ERC-20,1,1,1,1,1.0,2017-07-04,0.1818181872367859,0,9.697538375854492,0,0,1,4,USD,1,2017-07-01,No,0,0,0,0,0,0,0,0,46.0,USD,0,1,0,Rialto,Trading & Exchanges,0,1,0,0,0,1,unknown,Malta,0.0663800835609436,1,joint-stock corporation,0,0,1,0,0,25.0,0,0xb24754be79281553dc1adc160ddf5cd9b74361a4,USD,0,1,1,No,0,0,1,0,0,1,100000000.0,0,0,0.25,2017-08-15,1000000.0,1,1.0,0,0.0,0,1,0,0,Trading & Exchanges,1,1,0,1,1
Utility-token,unknown,4,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2017-11-10,0.07481250166893005,1,37.795310974121094,0,1,1,18,tokens,1,2017-10-24,Tim Draper; Pantera Capital; Fenbushi Capital; DCG; Huiyin Blockchain Ventures; Medici Ventures; Boost VC; Barry Silbert,0,1,0,0,0,0,0,0,13.0,tokens,0,1,0,Ripio Credit Network,Finance,1,1,0,0,1,0,high,Cayman Islands,0.18023432791233063,0,joint-stock corporation,1,1,1,0,0,26.0,0,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6,tokens,0,1,1,Funders Club,1,1,0,0,0,1,1000000000.0,0,0,0.49,2017-11-05,31795312.0,1,1.0,1,0.0,0,1,0,0,Finance,0,0,0,1,0
Utility-token,"Via Balestra 6, 6830 Chiasso",0,0,0,0.0,0,ERC-20,1,1,0,0,1.0,2017-07-05,0.2687700092792511,1,15.319890022277832,0,0,1,2,ETH,1,2017-07-04,No,1,0,0,0,0,0,0,0,32.0,ETH,1,0,0,Santiment Network Token,Trading & Exchanges,1,1,0,0,0,1,high,Switzerland,0.00013452148414216936,1,joint-stock corporation,0,1,1,0,1,22.0,0,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,ETH,0,1,1,No,0,0,0,0,0,1,83000000.0,0,1,0.28,2017-08-04,7256790.0,1,1.0,0,0.0,0,1,0,1,Trading & Exchanges,0,1,1,1,0
Security,Science Blockchain Pte. Ltd. 22 North Canal road 048834 Singapore,6,0,0,0.0,0,ERC-20,1,1,0,1,1.0,2017-11-22,1.0,0,12.298072814941406,1,1,0,73,USD,1,2017-09-11,No,0,0,0,0,0,1,0,0,73.0,USD,0,1,0,Science Blockchain,Finance,0,0,0,1,0,1,unknown,Singapore,0.6848230957984924,1,limited liability partnership,1,0,1,0,0,78.0,0,unknown,USD,0,0,0,No,1,0,1,0,1,1,100000000.0,0,1,0.0,2017-11-22,50000000.0,1,0.0,0,0.0,0,1,0,0,Finance,1,1,0,1,1
Utility-token,unknown,2,0,0,0.0,0,ERC-20,1,1,0,0,1.0,2018-01-14,0.014999999664723873,1,21.690000534057617,0,1,0,1,USD,1,2018-01-14,No,1,0,0,0,0,0,0,0,18.0,USD,0,1,0,Selfkey,Identity & Reputation,1,1,0,0,1,0,high,Mauritius,0.0,0,limited liability partnership,0,1,1,0,1,29.0,0,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,USD,0,0,1,Accenture Fintech Lab Accelerator; SCB Digital Ventures; Cyberport Accelerator,0,1,0,0,1,1,6000000000.0,0,1,0.684,2018-01-31,18250000.0,1,1.0,0,0.0,0,1,0,1,Identity & Reputation,1,1,0,1,0
Cryptocurrency,"Seratio Limited, Bureau 112, Un Innovation Green Street, Northampton, NN1 1SY ",4,0,0,20.0,0,ERC-20,1,1,0,0,0.0,2017-10-31,0.2390580028295517,1,4.442852973937988,0,1,1,31,tokens,0,2017-10-01,No,1,0,0,0,0,0,0,0,31.0,tokens,0,0,1,Seratio Project,Charity,0,1,0,1,0,1,high,United Kingdom,0.38447460532188416,1,limited liability partnership,0,1,1,0,0,20.0,0,unknown,tokens,1,0,1,No,1,0,0,0,1,0,124131896.0,0,0,0.75,2017-10-31,4442853.0,1,1.0,0,0.0,0,1,0,0,Charity,0,0,1,1,0
Utility-token,"Sharpe Holdings Limited 14/F Manning House, 38-48 Queens Road Central",1,0,0,46.153846740722656,0,ERC-20,1,1,1,0,1.0,2018-02-05,0.32716405391693115,1,4.187699794769287,0,0,1,85,USD,1,2017-11-13,No,1,0,0,0,1,0,0,0,77.0,USD,0,0,0,Sharpe Capital,Finance,1,0,0,1,0,1,low,Hong Kong,0.05858679115772247,1,joint-stock corporation,1,0,1,0,0,55.0,0,0xef2463099360a085f1f10b076ed72ef625497a06,USD,0,1,1,No,0,0,1,0,0,1,32000000.0,0,0,0.6,2018-01-28,0.0,1,1.0,0,0.0,0,1,0,1,Finance,1,0,1,1,1
Utility-token,unknown,1,0,0,30.069929122924805,0,ERC-20,1,1,1,0,1.0,2017-12-01,0.11784422397613525,1,21.847135543823242,0,0,1,18,tokens,1,2017-11-14,CM Crypto Capital; Hashed,1,0,0,0,0,0,0,0,18.0,tokens,0,0,0,Simple Token,Commerce & Advertising,1,1,1,1,1,0,high,Hong Kong,0.5032029151916504,0,joint-stock corporation,0,1,1,0,0,36.0,0,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,tokens,0,1,1,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,1,1,1,0,0,1,800000000.0,0,0,0.61,2017-12-01,3943390.6962605775,1,1.0,1,0.0,0,1,0,1,Commerce & Advertising,1,1,1,1,0
Security,"SingularDTV GmbH,   Gartenstrasse 6
6300 Zug",2,0,0,33.33333206176758,0,ERC-20,1,1,0,1,1.0,2016-10-29,0.012110400013625622,0,6.055200099945068,0,1,0,28,USD,1,2016-10-02,No,1,0,0,0,0,0,0,0,1.0,USD,1,1,0,SingularDTV,Events & Entertainment,0,1,0,1,0,1,neutral,Switzerland,0.15663810074329376,0,limited liability partnership,1,0,1,0,0,28.0,0,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,USD,0,0,1,No,1,0,0,0,1,0,1000000000.0,0,0,0.4,2016-10-02,500000.0,1,1.0,0,0.0,0,1,0,0,Events & Entertainment,0,1,0,1,0
Utility-token,"Barbara Strozzilaan 362 Eurocenter I, 1083HN, Amsterdam",0,0,0,0.0,1,ERC-20,1,1,1,0,1.0,2017-12-22,0.08229999989271164,1,33.345001220703125,0,1,1,2,USD,1,2017-12-21,No,0,0,0,0,1,0,0,1,2.0,USD,0,1,0,SingularityNET,Data Analytics,1,1,0,0,0,1,high,Netherlands,-0.13322317600250244,1,foundation,1,1,1,0,1,53.0,1,0x8eb24319393716668d768dcec29356ae9cffe285,USD,0,0,1,No,1,0,1,0,0,1,1000000000.0,0,1,0.3,2017-12-22,0.0,1,1.0,0,0.2,0,1,0,1,Data Analytics,1,0,0,1,0
Utility-token,Sirin Labs AG Moserstrasse 48 8200 Schaffhausen,3,0,0,50.0,0,ERC-20,1,1,0,0,1.0,2017-12-25,0.6886817812919617,0,157.8858184814453,0,1,1,14,tokens,0,2017-12-12,No,0,0,0,0,0,0,0,0,14.0,tokens,1,0,0,SIRIN LABS,Communications,1,0,0,0,1,1,high,Switzerland,-0.21639934182167053,0,joint-stock corporation,1,1,1,0,0,33.0,0,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,tokens,0,1,1,Singulariteam,1,1,1,0,0,1,573145078.0,0,0,0.6,2017-12-25,0.0,1,1.0,0,0.0,0,1,0,0,Communications,0,0,1,1,0
Utility-token,unknown,0,0,0,16.66666603088379,0,ERC-20,1,1,0,0,1.0,2017-07-21,0.032041072845458984,1,2.825493574142456,0,0,0,31,ETH,1,2017-06-21,No,0,0,0,0,0,0,0,0,31.0,ETH,0,0,0,SkinCoin,Video Games & VR,1,0,0,0,0,0,unknown,Hong Kong,-0.007967395707964897,0,joint-stock corporation,1,0,1,0,0,18.0,0,0x2bdc0d42996017fce214b21607a515da41a9e0c5,ETH,0,1,1,No,0,0,1,0,0,1,488183483.0,0,0,0.4,2017-07-21,1091500.0,1,1.0,0,0.0,0,1,0,0,Video Games & VR,0,1,1,1,1
Security,"LOGICAL TRADING SYSTEMS LIMITED, 71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ ",10,0,1,0.0,1,ERC-20,1,0,0,1,1.0,2017-09-15,2.5046000480651855,0,1.6904321908950806,1,1,0,46,tokens,0,2017-08-01,No,0,0,0,0,1,0,0,0,46.0,tokens,0,0,0,Smart Investment Fund Token,Finance,0,0,0,0,0,1,unknown,United Kingdom,0.2913101613521576,1,joint-stock corporation,0,0,1,0,0,21.0,0,0x8a187d5285d316bcbc9adafc08b51d70a0d8e000,tokens,0,1,1,No,0,0,1,0,0,1,722932.1729461574,0,1,0.0,2017-09-15,0.0,1,1.0,0,0.0,0,1,0,0,Finance,0,0,1,1,1
Utility-token,unknown,3,0,0,41.17647171020508,0,ERC-20,1,1,0,0,1.0,2017-09-15,0.3416098654270172,0,5.709673881530762,0,0,0,50,tokens,1,2017-07-28,No,0,0,0,0,0,0,0,0,50.0,tokens,0,0,0,Sociall,Social Networks,1,0,0,0,0,0,low,Australia,0.2584700286388397,0,joint-stock corporation,1,0,1,0,0,22.0,0,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8,tokens,0,1,1,No,0,0,1,0,0,1,16714019.66,0,0,0.0,2017-09-15,73664.70588235332,1,1.0,0,0.0,0,1,0,0,Social Networks,0,1,1,1,1
Utility-token,"13th Vision Limited, Geneva Palace, Waterfront Drive, P.O. Box 3469, Road Town, Tortola",6,0,0,15.0,0,ERC-20,1,1,1,0,0.0,2017-12-25,0.08016213774681091,0,2.2337000370025635,1,0,1,29,USD,1,2017-11-27,No,0,1,0,0,0,0,0,0,26.0,USD,0,0,0,Sola,Social Networks,1,0,0,0,0,1,neutral,British Virgin Islands,0.35670244693756104,1,joint-stock corporation,1,0,1,0,1,45.0,0,unknown,USD,0,1,1,No,0,0,1,0,0,1,150000000.0,0,1,0.6666666666666667,2017-12-22,750000.0,1,1.0,0,0.0,0,1,0,0,Social Networks,1,1,1,1,0
Utility-token,Sonm Pte. Ltd. 20 MAXWELL ROAD #09-17 MAXWELL HOUSE SINGAPORE 069113 ,2,0,0,0.0,0,ERC-20,1,1,0,0,1.0,2017-06-17,0.13435198366641998,0,46.734100341796875,0,0,0,5,ETH,1,2017-06-13,No,0,0,0,0,1,0,0,0,5.0,ETH,0,0,0,SONM,Blockchain Infrastructure,1,1,0,0,0,1,low,Singapore,-0.02275964245200157,1,joint-stock corporation,1,0,1,0,0,42.0,0,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,ETH,0,1,1,No,0,0,1,0,0,1,444000000.0,0,0,0.2,2017-06-17,0.0,1,1.0,0,0.0,0,1,0,1,Blockchain Infrastructure,0,0,1,1,1
Utility-token,"Industriestrasse 33,5242 Lupfig",0,0,0,37.907867431640625,0,ERC-20,1,0,1,0,0.0,2017-12-17,0.15646904706954956,1,23.470355987548828,0,1,1,11,ETH,1,2017-12-07,No,1,0,0,0,0,0,0,0,11.0,ETH,1,0,0,SophiaTX,Blockchain Infrastructure,1,0,1,1,0,1,high,Switzerland,0.06703823059797287,1,joint-stock corporation,1,1,1,0,0,44.0,0,0x3833dda0aeb6947b98ce454d89366cba8cc55528,ETH,0,1,1,No,1,0,1,0,0,1,500000000.0,0,0,0.4,2017-12-17,0.0,1,1.0,0,0.3,0,1,0,0,Blockchain Infrastructure,1,0,1,1,0
Utility-token,"spectiv promote co. Ltd, 1st floor cybertower one, ebene 72201",0,0,0,37.5,1,ERC-20,1,1,0,0,0.0,2017-12-29,0.9419875144958496,1,10.730146408081055,0,0,1,25,USD,1,2017-12-05,No,0,0,0,0,1,0,0,0,25.0,USD,0,0,0,spectiv,Commerce & Advertising,1,1,0,1,0,1,low,Mauritius,0.20692268013954163,1,joint-stock corporation,1,0,1,0,1,41.0,0,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792,USD,0,1,1,No,1,0,0,0,0,1,378851756.132668,0,1,0.4,2017-12-29,5194246.5,1,1.0,0,0.0,0,1,0,0,Commerce & Advertising,1,1,1,1,1
Utility-token," Spectre Global Limited, Artemis House, 76 Fort Street, Grand Cayman, KY1-1111, Cayman Islands",0,0,0,9.909910202026367,0,ERC-20,1,1,0,0,1.0,2017-12-10,0.1411556452512741,1,27.0,0,0,1,24,tokens,1,2017-11-17,No,0,1,0,0,0,0,0,0,24.0,tokens,0,0,0,Spectre,Trading & Exchanges,1,1,0,0,0,1,unknown,Cayman Islands,0.6955713033676147,1,joint-stock corporation,1,0,1,0,0,23.0,0,0x2c82c73d5b34aa015989462b2948cd616a37641f,tokens,0,1,1,No,0,0,1,0,0,1,480000000.0,1,0,0.5,2017-12-10,994864.8648649744,1,1.0,0,0.0,0,1,1,0,Trading & Exchanges,1,1,1,1,1
Security,"Sportify Ltd., 20-22 Wenlock Road, London, England, N1 7GU ",3,0,0,9.090909004211426,0,ERC-20,1,1,1,1,1.0,2017-12-10,0.10707632452249527,0,5.088614463806152,0,0,1,20,USD,1,2017-11-21,No,0,0,0,1,0,0,0,0,20.0,USD,0,0,0,SportyCo,Finance,0,1,0,0,0,1,high,United Kingdom,0.6496488451957703,1,joint-stock corporation,1,1,1,0,0,22.0,0,0x85089389c14bd9c77fc2b8f0c3d1dc3363bf06ef,USD,0,1,1,No,1,0,1,0,0,1,70673453.98,0,1,0.33,2017-12-10,1500000.0,1,1.0,0,0.0,0,1,1,0,Finance,1,1,1,1,0
Security,Cross Coin Pte. Ltd. 491B RIVER VALLEY ROAD #15-01 VALLEY POINT SINGAPORE 248373,1,0,1,0.0,0,Waves,1,1,0,1,0.0,2017-07-05,1.0,0,4.088376045227051,0,1,0,2,USD,1,2017-07-04,No,0,0,0,0,0,0,0,0,32.0,USD,0,0,0,Starta,Finance,0,0,0,0,1,1,unknown,Singapore,0.00013452148414216936,0,joint-stock corporation,1,0,0,0,0,23.0,0,not applicable,USD,0,1,0,Starta Accelerator; Bank Saint Petersburg Venture Arm,1,1,1,0,0,1,5000000.0,0,1,0.0,2017-08-04,1500000.0,1,1.0,0,0.0,1,1,0,0,Finance,0,1,1,1,1
Utility-token,"Status Research & Development GmbH, Baarerstrasse 10, 6302 Zug",2,0,0,0.0,0,ERC-20,1,1,0,0,0.0,2017-06-21,0.03368699923157692,1,101.02806091308594,0,0,1,2,tokens,1,2017-06-20,Kenetic Capital,0,0,0,0,0,0,0,0,15.0,tokens,1,0,0,Status,Blockchain Infrastructure,1,0,0,0,1,1,neutral,Switzerland,-0.012083186767995358,1,limited liability partnership,1,0,1,0,1,35.0,0,0x744d70fdbe2ba4cf95131626614a1763df805b9e,tokens,0,0,1,No,0,0,1,0,1,1,7314688780.487805,1,1,0.3,2017-07-04,0.0,1,1.0,1,0.29,0,1,1,1,Blockchain Infrastructure,1,0,1,1,0
Cryptocurrency,"Unit 617, 6/F 131-132 Connaught Road West Hong Kong",1,0,0,29.577465057373047,0,ERC-20,1,0,0,0,1.0,2018-01-29,0.005490825045853853,1,30.231943130493164,0,0,1,64,USD,1,2017-11-27,No,0,0,0,0,0,0,0,0,79.0,USD,0,1,1,Storiqa,Commerce & Advertising,0,1,0,0,0,1,medium,Hong Kong,0.14023101329803467,0,joint-stock corporation,0,0,1,0,1,40.0,0,0x5c3a228510d246b78a3765c20221cbf3082b44a4,USD,1,1,1,No,0,0,0,0,0,1,8025845771.0,0,1,0.25,2018-02-13,10231943.0,1,1.0,0,0.0,0,1,0,0,Commerce & Advertising,1,1,0,1,0
Utility-token,"3423 Piedmont Road NE, Suite 475, Atlanta, Georgia, 30305, United States",3,0,0,0.0,0,ERC-20,1,1,0,0,1.0,2017-06-07,0.5,1,30.0,1,1,1,22,USD,1,2017-05-17,No,0,0,0,0,0,0,0,0,34.0,USD,0,1,0,Storj,Data Storage,1,1,0,0,1,1,high,United States,0.39582163095474243,0,joint-stock corporation,1,1,1,0,1,37.0,0,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,USD,0,1,0,Qualcomm Ventures; Techstars; Google Ventures,1,1,0,0,0,0,425000000.0,0,1,0.7056941176470588,2017-06-19,10000000.0,1,1.0,0,0.0070352941176471,0,1,0,1,Data Storage,0,1,0,1,0
Utility-token,"Seattle, 11036 8th Ave NE ",3,1,0,0.0,0,ERC-20,1,0,1,0,1.0,2017-12-07,0.01612095534801483,1,56.18708038330078,1,1,1,31,ETH,1,2017-11-07,No,0,0,0,0,0,1,0,0,31.0,ETH,0,1,0,Storm,Video Games & VR,1,1,0,0,0,1,high,United States,0.9184579253196716,1,joint-stock corporation,1,1,1,0,1,20.0,0,0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433,ETH,0,1,1,No,0,0,1,0,0,1,10000000000.0,0,1,0.35,2017-12-07,0.0,1,1.0,0,0.0,0,1,0,0,Video Games & VR,1,0,0,1,0
Utility-token,unknown,0,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2017-08-03,1.1267000436782837,1,30.0,0,1,1,2,USD,1,2017-08-02,No,0,1,0,1,0,0,0,0,15.0,USD,0,0,0,Stox,Gambling & Betting,1,1,0,0,0,0,high,Gibraltar,0.03411144018173218,1,joint-stock corporation,0,1,1,1,0,57.0,0,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,USD,0,1,1,No,1,0,0,0,0,1,19512210.60986903,0,0,0.375,2017-08-16,20000000.0,1,1.0,0,0.0,0,1,0,0,Gambling & Betting,0,1,1,1,0
Utility-token,4798 S Florida Ave #177 Lakeland FL 33813,0,0,0,56.5217399597168,0,ERC-20,1,1,0,0,0.0,2017-09-14,0.051152389496564865,1,13.800000190734863,0,1,0,39,ETH,1,2017-08-07,No,0,0,0,0,0,0,0,0,39.0,ETH,0,1,0,Substratum,Blockchain Infrastructure,1,0,0,0,0,1,low,United States,-0.06858940422534943,0,joint-stock corporation,0,0,1,0,0,18.0,0,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a,ETH,0,1,1,No,0,0,1,0,0,1,472000000.0,0,0,0.21875,2017-09-14,213910.0,1,1.0,0,0.0,0,1,0,0,Blockchain Infrastructure,0,1,0,1,1
